date,prospect,url,channel,contact,stage,sent,replied,outcome,next_action,next_date,amount_usd
2026-08-26,Alo Yoga,https://aloyoga.com,gmail,support@aloyoga.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,CocoKind,https://cocokind.com,gmail,info@cocokind.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Tata Harper,https://tataharper.com,gmail,info@tataharper.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Lunya,https://lunya.co,gmail,happiness@lunya.co,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,East Fork,https://eastfork.com,gmail,care@eastfork.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Ettitude,https://ettitude.com,gmail,care@ettitude.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Brooklyn Candle Studio,https://brooklyncandlestudio.com,gmail,hello@brooklyncandlestudio.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Eadem,https://eadem.co,gmail,hello@eadem.co,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Year & Day,https://yearandday.com,gmail,support@yearandday.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Colored Organics,https://coloredorganics.com,gmail,service@coloredorganics.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,CocoTherapy,https://cocotherapy.com,gmail,info@cocotherapy.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Glossier,https://glossier.com,gmail,gTEAM@glossier.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Sunday Riley,https://sundayriley.com,gmail,hello@sundayriley.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Ceremonia,https://ceremonia.com,gmail,hola@ceremonia.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Act+Acre,https://actandacre.com,gmail,hello@actandacre.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Oribe,https://oribe.com,gmail,info@oribe.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,R+Co,https://randco.com,gmail,info@randco.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Magic Spoon,https://magicspoon.com,gmail,hello@magicspoon.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Daily Harvest,https://daily-harvest.com,gmail,hello@daily-harvest.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Perelel,https://perelelhealth.com,gmail,hi@perelelhealth.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,INNBEAUTY,https://innbeautyproject.com,gmail,help@innbeautyproject.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Divi,https://diviofficial.com,gmail,hello@diviofficial.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Morphe,https://morphe.com,gmail,info@morphe.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,CALPAK,https://calpaktravel.com,gmail,help@calpaks.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Material Kitchen,https://materialkitchen.com,gmail,hello@materialkitchen.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Primary,https://primary.com,gmail,help@primary.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Liquid Death,https://liquiddeath.com,gmail,info@liquiddeath.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Lawless,https://lawlessbeauty.com,gmail,support@lawlessbeauty.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Our Place,https://fromourplace.com,gmail,hello@fromourplace.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Open Farm,https://openfarmpet.com,gmail,support@openfarmpet.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Pattern,https://patternbeauty.com,gmail,hello@patternbeauty.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Lancaster Cast Iron,https://lancastercastiron.com,gmail,info@lancastercastiron.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Cultiver,https://cultiver.com,gmail,customer-care@cultiver.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Chemme,https://mychemme.com,gmail,hello@hellomychemme.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Raaka Chocolate,https://raakachocolate.com,gmail,info@raakachocolate.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Onyx Coffee Lab,https://onyxcoffeelab.com,gmail,info@onyxcoffeelab.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Needed,https://thisisneeded.com,gmail,hello@thisisneeded.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Felt and Fat,https://feltandfat.com,gmail,support@feltandfat.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Winnie Lou,https://winnielou.com,gmail,info@winnielou.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Kaizen Cookware,https://kaizencookware.com,gmail,support@kaizencookware.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Portland Pet Food Company,https://portlandpetfoodcompany.com,gmail,support@portlandpetfoodcompany.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Fellow,https://fellowproducts.com,gmail,hello@fellowproducts.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Gathre,https://gathre.com,gmail,hello@gathre.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Cotopaxi,https://cotopaxi.com,gmail,llamas@cotopaxi.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,OLIPOP,https://drinkolipop.com,gmail,hello@drinkolipop.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Danessa Myricks,https://danessamyricksbeauty.com,gmail,customerservice@danessamyricksbeauty.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,wildwonder,https://drinkwildwonder.com,gmail,hello@drinkwildwonder.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Ghia,https://drinkghia.com,gmail,hi@drinkghia.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Four Sigmatic,https://foursigmatic.com,gmail,support@foursigmatic.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Athletic Brewing,https://athleticbrewing.com,gmail,info@athleticbrewing.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Further Food,https://furtherfood.com,gmail,wecare@furtherfood.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Loulou Lollipop,https://louloulollipop.com,gmail,customercare@louloulollipop.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Dandelion Chocolate,https://dandelionchocolate.com,gmail,info@dandelionchocolate.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Chamberlain Coffee,https://chamberlaincoffee.com,gmail,hi@chamberlaincoffee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Clevr Blends,https://clevrblends.com,gmail,wegotyou@clevrblends.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Harlem Candle Company,https://harlemcandleco.com,gmail,info@harlembrands.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Grow Fragrance,https://growfragrance.com,gmail,support@growfragrance.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Jacobsen Salt Co,https://jacobsensalt.com,gmail,hello@jacobsensalt.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Bedfolk,https://bedfolk.com,gmail,customercare@bedfolk.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Mora Ceramics,https://moraceramics.com,gmail,care@moraceramics.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Ruffwear,https://ruffwear.com,gmail,bark@ruffwear.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Pacifica,https://pacificabeauty.com,gmail,support@pacificabeauty.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Rose Inc,https://roseinc.com,gmail,customercare@roseinc.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Death Wish Coffee,https://deathwishcoffee.com,gmail,hey@deathwishcoffee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Ratio Coffee,https://ratiocoffee.com,gmail,hello@ratiocoffee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Buffy,https://buffy.co,gmail,hello@buffy.co,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,tentree,https://tentree.com,gmail,support@tentree.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Saalt,https://saalt.com,gmail,sayhey@saalt.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Moroccanoil,https://moroccanoil.com,gmail,info@moroccanoil.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Avocado Green Mattress,https://avocadomattress.com,gmail,support@avocadomattress.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Simple Modern,https://simplemodern.com,gmail,support@simplemodern.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Cozy Earth,https://cozyearth.com,gmail,support@cozyearth.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Year of Ours,https://yearofours.com,gmail,contact@yearofours.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Chemex,https://chemexcoffeemaker.com,gmail,info@chemexcoffeemaker.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Corkcicle,https://corkcicle.com,gmail,service@corkcicle.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Copper Pearl,https://copperpearl.com,gmail,hello@copperpearl.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,SET ACTIVE,https://setactive.co,gmail,hello@setactive.co,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Kin Euphorics,https://kineuphorics.com,gmail,hello@kineuphorics.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Culture Pop,https://drinkculturepop.com,gmail,hello@drinkculturepop.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Nest New York,https://nestnewyork.com,gmail,customerservice@nestnewyork.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Hotel Lobby Candle,https://hotellobbycandle.com,gmail,concierge@hotellobbycandle.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Copper Cow Coffee,https://coppercowcoffee.com,gmail,support@coppercowcoffee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Market Lane Coffee,https://marketlane.com.au,gmail,hello@marketlane.com.au,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Driftaway Coffee,https://driftaway.coffee,gmail,hi@driftaway.coffee,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Proud Mary Coffee,https://proudmarycoffee.com,gmail,online@proudmarycoffee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Leaf and Bird,https://leafandbird.com,gmail,hello@leafandbird.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,WeNatal,https://wenatal.com,gmail,care@wenatal.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Mukti Organics,https://muktiorganics.com,gmail,info@muktiorganics.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Goumi Kids,https://goumikids.com,gmail,hello@goumikids.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Native Union,https://nativeunion.com,gmail,support@nativeunion.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Hideaway Home Fragrances,https://hideawayhomefragrances.com,gmail,hello@hideawayhomefragrances.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,TEPI Naturals,https://tepinaturals.com,gmail,info@tepinaturals.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Kasvi Beauty,https://kasvibeauty.com,gmail,hello@kasvibeauty.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,UBAE,https://ubae.co,gmail,hello@ubae.co,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Golden Nibbles,https://goldennibbles.com,gmail,info@goldennibbles.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Henry Rose,https://henryrose.com,gmail,hello@henryrose.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,DIME Beauty,https://dimebeautyco.com,gmail,hello@dimebeautyco.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Slumber Cloud,https://slumbercloud.com,gmail,info@slumbercloud.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
